评分,评论内容,评论时间,点评总数,上传图片
5.0,酒店位置环境都还不错，整体卫生条件也很好，但是我们订的那件客房晚上楼上房间冲水会有明显的声音，我们退房时提出这个问题，前台积极道歉，再加上前台服务人员态度一直很好也就算了，希望店方还是注意！再有早餐套餐加工速度真的有点慢，要是赶时间都不敢再在酒店吃早餐，如果可能的话可以根据客人数量做很简单的小型自助！,发表于2019-12-19,18.0,2.0
4.8,酒店位置不错，离轻轨站很近，去解放碑只有两个轻轨站，服务很好，正如前面住过的朋友说的，接待的MM很漂亮，服务态度也很好！酒店装饰风格比较简约，是小清新风格，能用相对便宜的装材做成这样的效果也很不错。,发表于2019-07-29,9.0,15.0
5.0,非常喜欢这次定的住的～虽然就住了一晚但是超满意，全五星的评价还是实至名归的，前台服务态度特别好～酒店位置还不错，就是在一个小坡上，要爬一会儿，酒店风格很不错，是我们喜欢的简约轻欧风～干净卫生～值得推荐～,发表于2019-07-24,7.0,8.0
5.0,酒店特别好，前台的竹林，葵花服务特别周到，也热情。最主要颜值也很高。哈哈。下次要是在来，还会住这家。,发表于2019-09-25,1.0,4.0
5.0,环境很好 是个新酒店 门口有个花篮秋千可以拍照~前台太阳和小汐的服务态度一级棒 免费早餐有4个套餐 可以自己选 唯一地点小问题 并不在解放碑哦 打车过去大概12块左右 但是附近有个地铁站很近~,发表于2019-10-08,2.0,1.0
5.0,服务人员都很客气，前台特别温柔！早餐虽然是套餐，但川味，三明治都有，随你选择！另外前台特地吩咐给小朋友免费➕一份早餐，整体环境很舒服温馨，到处都是仙人掌�装饰，最方便的就是和携程合作行李寄送的业务，对游客来说太方便了！,发表于2019-10-05,4.0,6.0
5.0,走了将近两千公里来到重庆，原本打算只住一天，没想到酒店出乎意料的满意。房间特别干净，前台漂亮小姐姐非常热情，还送了我们酸奶。特别是小汐和太阳，几乎有求必应，非常有耐心。重庆人民也非常纯朴热情，希望下次还有机会来！,发表于2019-10-01,3.0,1.0
5.0,性价比超高！服务太好啦！前台小姐姐特别温柔有礼貌！房间很舒服，有设计感！下次还会来住～,发表于2020-03-30,4.0,
5.0,来重庆玩最正确的决定就是选择了来住酒店，向来不愿意点评，但这次完全发自内心！刚进去酒店前台工作人员就非常体贴热情，看到老公满头大汗给拿了纸巾，还给我拿了两瓶凉凉的养乐多！酒店为我们免费升了级，房间非常满意，忘记拍图了。工作人员带我们老了房间，一一给介绍了生活物品，还交代了有问题随时找他们，入住三天对我们的需求都非常好的解决了，由于时间问题没能有机会吃上早餐，但是看了早餐非常不错，有机会一定还会选择这里。另外还要说，出行很方便离轨道交通三号线非常近，步行也就三分钟左右，附近还有超市早餐店，离解放碑坐轨道交通两站地，非常满意的酒店选择！,发表于2019-09-10,1.0,2.0
5.0,酒店位置非常方便，从大溪沟站A口出来步行3分钟即到，在滨江路边，有一侧可以直接看江面的小船及轮船。服务非常贴心，顶着太阳到店后前台小哥哥递来一瓶冰镇养乐多，心情立马舒爽了，前台的葵花和高原两位小姐姐说话好温柔，笑容太甜了，有种恋爱的感觉，哈哈哈，有点夸张了�，办完入住小哥哥全程护送着去房间，介绍房间内各种设施设备使用，太贴心了！非要说一个弱项可能就是餐厅了…,发表于2019-09-05,1.0,2.0
5.0,地理位置很方便，公交轻轨都很近，挨着嘉陵江，清晨傍晚都可以沿江看美景或者跑步�‍♀️呦～整体很有设计感，时尚文艺小清新，房间很舒服，前台小妹妹服务很贴心，给我免费升级了房间，每位客人还送了两瓶养乐多，矿泉水不限量供应。,发表于2019-07-14,4.0,9.0
5.0,前台高原小姐姐服务态度很好，很热心！ 房间干净卫生，很舒适！,发表于2019-10-30,9.0,7.0
5.0,当天七点半才到酒店，一到酒店大门口觉得酒店的装修风格很清新，很ins，我很喜欢。由于我订的房型没有了，前台免费帮忙升级了房型。在办理入住期间，前面排着队，轮到我的时候前台妹妹不停的抱歉让我等久了。办完入住，还会有人专门引导住客到房间并简单介绍房内设施等使用方法，说实话很多五星级酒店也做不到这个份上吧…… 一进房间又是我喜欢的小清新，简约大气，房间的墨绿跟我家的窗帘颜色都是一样的，当时还拍了照片给老公看。哈哈哈… 真是一次满意的入住。另外提一下，葵花，竹琳，小倪的服务态度相当好！好评！好评！下次来重庆还会选择你们家！也会把你们推荐给朋友的。（图中的养乐多也是办理入住时送的）,发表于2019-08-01,4.0,19.0
5.0,体验感非常棒的酒店 服务好 酸奶好喝  陈列干净整洁  推荐 下次来还住,发表于2019-12-08,2.0,8.0
5.0,带娃出行住在来住，装修简洁干净。服务很到位。看到带孩子，主动提供了儿童用品还有养乐多哦，小朋友很喜欢。 最后一天住的时候不小心打碎了杯子，主动赔偿居然被免责，十分感谢 谢谢太阳帮我一路带房间，退房的时候也非常帮忙。 真是喜欢这个酒店，第二次夸区域也要来再次入住滴,发表于2019-09-20,9.0,12.0
5.0,太完美了 装修 地理位置 酒店服务 送了迎宾酸奶 免费升级了房间 退房还收到了小刘和竹琳贴心准备的水和春联 下次还来,发表于2020-01-13,1.0,
5.0,非常值得推荐的一家酒店，干净、舒适。出行中遇到的任何问题，前台人员都能给予比较贴心的解答，给前台的叶子小姐点个赞。,发表于2020-01-11,9.0,
5.0,酒店位置在大溪沟地铁站旁，去较场口解放碑朝天门洪崖洞都非常方便。酒店风格小清新，很干净，舒适度还是不错的，员工态度特别好，小王、竹琳主动升级了房型给我，退房时怕我路上渴送上矿泉水。推荐入住,发表于2019-12-20,2.0,
5.0,非常好的宾馆，交通便利，干净整洁，温馨热情。年龄大了，居然离店时将眼镜遗落在房间，多亏服务员叶子、竹林、小汐，安排快递寄还。非常感谢！,发表于2019-12-16,3.0,
5.0,环境很棒，干净整洁也宽敞。酒店的服务都很好，第一天深夜到店因房间短路安排了附近的酒店入住，还退了一天房费。第二天回去后免费升了房，处理态度和措施都没得说。酒店离大礼堂很近，重庆打的很便宜，去哪都算方便，下次来重庆还会再住，去其他城市也会留意丽呈品牌，很满意的体验～前台员工们一直道歉反倒我有点不好意思了，祝生意红火,发表于2019-12-17,3.0,5.0
4.3,服务态度真心好，尤其是前台的小妹妹，说话特别温柔。酒店地理位置还可以，在一个坡上，离地铁口很近。但是也有几个建议： 1、酒店大厅的香薰真的太难闻了，呛人也不高级，每次回酒店我都要屏住呼吸百米冲刺进电梯。 2、房间太黑了，尤其是镜子，对于化妆的人来说太痛苦了，重庆雾很大，外面也暗屋里也暗，化妆光线太差了。 3、没有咖啡包和茶包，酒店喝水的杯子是不锈钢的，只能用来喝凉水，热水会烫死你，那都拿不了。 4、酒店洗发水等护理产品瓶子太小了，每次给一瓶，两个长发女生根本不够洗头发的。,发表于2019-12-15,4.0,
4.8,这样酒店装修风格现代！房间卫生整洁干净，最好最好的是前台的服务员的态度和蔼可亲！又热情！贴心的服务质量，我要他们代买水果�都很热情的送入房间！给你们点赞�……,发表于2019-12-13,18.0,
5.0,房间比较小，但物品一应俱全，工作人员都好和蔼可亲，打扫卫生的小姐姐态度极好，表扬。能在吃辣火锅的地区吃上白粥清淡的早餐，感觉好满足。离太古里商业街非常近……步行15分钟。,发表于2019-12-17,8.0,
5.0,酒店很有品质感哟，来重庆玩住酒店也是住的特别多了，但这一次给了我不一样的入住感觉，文艺与气质兼备的一家店，前台小姐姐也特别热情，服务态度超好的！房间里的小茶具很特别，小只小只的可爱得很，各种设备也非常的齐全，小薰香很满意，一进门就有淡淡的香味，下一次有机会再来重庆，这家酒店就是我的首选啦哈哈哈哈哈哈,发表于2019-06-16,5.0,18.0
5.0,酒店很好，新开的，卫生间干湿分离，寝具非常干净，床软硬适中，前台小姑娘还免费升级了房间，出入交通也很方便，离轻轨站不到200米。,发表于2019-09-05,11.0,21.0
5.0,很干净整洁，还免费给我升级了房间 最后退房迟了点也没说什么。很热情的前台，可可和 叶子 真的很值得住，希望你们保持优秀。,发表于2020-01-02,1.0,
5.0,每次出差都是住这个酒店，服务挺好的，环境也不错 谢谢工作人员凡凡，西西，小倩,发表于2020-04-21,19.0,7.0
5.0,酒店环境不错，早餐也挺好的，感谢小汐、小刘、太阳和葵花，谢谢你们的热情服务。,发表于2019-11-06,36.0,57.0
5.0,很不错的酒店，从办理入住到退房整个过程都非常好，工作人员特别特别的好：小刘 高原 太阳～他们三位工作人员我们印象非常深刻～因为这次是带孩子出来玩，还专门给我们提供了儿童牙刷，儿童拖鞋�酒店的房间，各种设施都具备。矿泉水无限畅饮。各方面都不错，推荐大家来。,发表于2019-10-01,39.0,59.0
5.0,酒店设施齐全，干净整洁。前台的几位小姐姐都特别的好，我跟我先生晚上11点多到达酒店，前台的小姐姐特别有礼貌，还介绍周边好玩好吃的给我们，知道我们晚点到，还问我们吃饭了没有。酒店属于大溪沟，走几十米就是地铁站，去李子坝、解放碑、洪崖洞等景点都非常方便，离机场也只需要30分钟左右的车程，真的特别方便，重庆真是一个特别不错的地方，这里的人都非常好非常有礼貌，下次还会再来，还会选择“来店酒店”。,发表于2019-09-26,7.0,1.0
5.0,因为飞机晚点了，酒店一直在确认，服务非常的好，地铁口出来就是，很方便，前台人员很贴心，还给酸奶喝，用积分升级的房间，房间也很好，不过里面就是香薰的味道太浓了！建议换个味道！！,发表于2019-09-24,11.0,1.0
5.0,酒店干净卫生，房间也很大。前台的竹林，太阳，小汐服务很周到，引路到房间。下次来了还会选择此酒店。,发表于2019-09-17,1.0,4.0
5.0,接待的美女前台声音很温柔甜美，入住前一天就打了电话确认，说带了小孩，订的迷你房升级成套房，房间干净整洁，服务态度超级好。,发表于2019-08-23,7.0,3.0
